ALL STANDALONE,,,,,,,
(As on Date:  13-10-2025  0:55:24),,,,,,,
Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-15807,"2545-P.T.S.P.MANDALS PHARMACY COLLEGE, MANWATH",Maharashtra,Parbhani,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-9663,NAVJEEVAN EDU. SOCIETYS COLLEGE OF EDU. & RESEARCH KARJAT RAIGAD,Maharashtra,Ratnagiri,1970,Rural,Teacher Training,Private Un-Aided
S-10756,"5012-Pravara Rural Education Society's Pravara Rural College Of Pharmacy, Pravaranagar",Maharashtra,Ahilyanagar,1981,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-15487,Navjeevan nursing school chamorshi dist. gadchiroli,Maharashtra,Gadchiroli,2005,Rural,Nursing,Private Un-Aided
S-2020,"4597-Jai Mahakali Shikshan Sanstha, Pulgaon Polytechnic,Pulgaon, Tah-Deoli,Wardha",Maharashtra,Wardha,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-15197,"6625-Universal College of Engineering & Research, Sasewadi (POLYTECHNIC SECOND SHIFT)",Maharashtra,Pune,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-9667,NAVNEET BAHUDDESHIYA SANSTHAS KINKAR COLLEGE OF EDUCATION SELOO WARDHA,Maharashtra,Wardha,2006,Rural,Teacher Training,Private Un-Aided
S-2015,"3284-PRABHAKAR PATIL EDUCATION SOCIETY'S, POLYTECHNIC,RAIGAD",Maharashtra,Raigad,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-9743,QUEENS COLLEGE OF EDUCATION PARBHANI PARBHANI,Maharashtra,Parbhani,2006,Urban,Teacher Training,Private Un-Aided
S-9657,NAV PRATIBHA D. ED. COLLEGE NAGPUR AURVDIK COLLEGE AYODHYA NAGAR NAGPUR,Maharashtra,Nagpur,1990,Urban,Teacher Training,Private Un-Aided
S-9751,RADHASWAMI VIVIDH KARYKARI EDUCATION SANSTHA HASANBAG ROAD NAGPUR,Maharashtra,Nagpur,2007,Urban,Teacher Training,Private Un-Aided
S-9754,RADHSWAMI VIVIDH KARYKARI EDUCATION SANSTHA RAMANA MAROTI ROAD NAGPUR,Maharashtra,Nagpur,2006,Urban,Teacher Training,Private Un-Aided
S-9756,RAHAGANDALE D. ED. JUNIOR COLLEGE OF EDUCATION SENDUR WADA BHANDARA,Maharashtra,Bhandara,1984,Rural,Teacher Training,Private Un-Aided
S-9761,RAJABHAU REDIJ ADHYAPAK VIDYALAYA CHIPLUN RATNAGIRI,Maharashtra,Ratnagiri,1983,Rural,Teacher Training,Private Un-Aided
S-12828,"RAJANI SMRUTI NURSING SCHOOL, DHULE",Maharashtra,Dhule,2007,Rural,Nursing,Private Un-Aided
S-9762,RAJARAM BHOSALE SOCIAL AND EDUCATIONAL SOCIETY MALSIRAS SOLAPUR,Maharashtra,Solapur,2008,Rural,Teacher Training,Private Un-Aided
S-9859,SARASWATI BAHUDDESHIYA SAMAJ SHIKSHAN SANSTHA KALMESHWAR NAGPUR,Maharashtra,Nagpur,2006,Rural,Teacher Training,Private Un-Aided
S-2083,SARASWATI EDUCATION SOCIETY'S SHREE TIRUPATI TANTRA NIKETAN AKOLA,Maharashtra,Akola,1983,Rural,Technical/Polytechnic,Private Un-Aided
S-9861,SARASWATI MAHILA BAHUDDESHIYA SHIKSHAN SANSTHA HINGNA NAGPUR,Maharashtra,Nagpur,2001,Rural,Teacher Training,Private Un-Aided
S-9862,SARASWATI MATA SHIKSHAN PARASARAK SANSTHA SOYGAON NASIK,Maharashtra,Dhule,2005,Rural,Teacher Training,Private Un-Aided
S-9863,SARAVODAY SHIKSHAN SANSTHAS WASHI OSMANABAD,Maharashtra,Dharashiv,2007,Rural,Teacher Training,Private Un-Aided
S-9864,SARDAR VALLABHBAI PATEL ADHYAPAK VIDYALAYA DHARANGAON JALGAON,Maharashtra,Jalgaon,2007,Rural,Teacher Training,Private Un-Aided
S-2051,3264-Sahyadri Shikshan Sanstha's Sahyadri Poly.Sawarde(Ratnagiri),Maharashtra,Ratnagiri,1984,Rural,Technical/Polytechnic,Private Un-Aided
S-2077,"6442-Sant Gajanan Maharaj Rural Polytechnic, Gadhingaj, Kolhapur",Maharashtra,Kolhapur,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-9887,SHAHAPUR TALUKA EDUCATION SOCIETY THANE SHAHAPUR,Maharashtra,Thane,2006,Rural,Teacher Training,Private Un-Aided
S-9885,SHAH BABU EDUCATION SOCIETY SHAH BABU D. ED. COLLEGE PATUR AKOLA,Maharashtra,Akola,2008,Urban,Teacher Training,Private Un-Aided
S-14871,"6828-Sant Tukaram Polytechnic, Indori, Talegaon",Maharashtra,Pune,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-9888,SHAHEED DUNICHAND TEJANDAS KALANI MEMORIAL TRUSTS COLLEGE OF EDUCATION ULHASNAGAR-1 THANE,Maharashtra,Thane,1990,Urban,Teacher Training,Private Un-Aided
S-9890,SHAHU SHIKSHAN SANSTHA BORIVALI (W) MUMBAI,Maharashtra,Mumbai Suburban,2001,Urban,Teacher Training,Private Un-Aided
S-2076,"4243-Sanmarg Shikshan Sanstha'sm Smt. Radhikatai Pandav Polytechnic, Besa, Nagpur",Maharashtra,Nagpur,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-9893,SHAHU SHIKSHAN SANSTHA (PANDHARPUR) KUSUMAGRAJ WOMENS COLLEGE EDU. PANCHAVA NASIK,Maharashtra,Nashik,2006,Urban,Teacher Training,Private Un-Aided
S-2092,"5360-Savitabai Phule Shikshan Prasarak Mandal's Rajendra Jotiram Phule Polytechnic, Mirajgaon Tal Karjat. Ahmednagar",Maharashtra,Ahilyanagar,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2075,"4231-Sanmarg Shikshan Sanstha's Late Vasantdada Polytechnic, Nagpur.",Maharashtra,Nagpur,1990,Urban,Technical/Polytechnic,Private Un-Aided
S-2091,"6476-Sau. Devibai Narayandas Chhabada Rural Education Soceity,Late N.B. Chhabada Institute Of Engg & Tech.(Poly), Satara",Maharashtra,Satara,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-9892,SHAHU SHIKSHAN SANSTHA (PANDHARPUR) RAJMATA ADHYAPAK VIDYALAYA VIJAYANAGAR SANGLI,Maharashtra,Sangli,2006,Urban,Teacher Training,Private Un-Aided
S-2074,4279-SANMARG SHIKSHAN SANSTHA'S K.R.PANDAV INSTITUTE OF PHARMACY NAGPUR.,Maharashtra,Nagpur,2006,Urban,Technical/Polytechnic,Private Un-Aided
S-9891,SHAHU SHIKSHAN SANSTHA TALUKA KALYAN THANE,Maharashtra,Thane,1980,Rural,Teacher Training,Private Un-Aided
S-9894,SHANKARRAO NIMBALKAR JR. COLLEGE OF EDUCATION BARSHI SOLAPUR,Maharashtra,Solapur,1954,Rural,Teacher Training,Private Aided (Government Aided)
S-9897,SHANTIDOOT BAHUDDESHIYA PRATISHTHAN SHANTIDOOT ADHYAPAK VIDYALAYA MADAHA,Maharashtra,Solapur,2008,Rural,Teacher Training,Local Body
S-10452,"4267-Sarodaya Mahila Mandal's Priyadarshani Yashodhara College Of Pharmacy,Chandrapur",Maharashtra,Chandrapur,2003,Urban,Technical/Polytechnic,Private Un-Aided
S-9898,SHANTINIKETAN D. ED. COLLEGE CIVIL-LINES NAGPUR,Maharashtra,Nagpur,2006,Rural,Teacher Training,Private Un-Aided
S-9899,SHANTIWAN BAHUUDDESHIYA SHIKSHAN MANDAL SHEWALI DHULE,Maharashtra,Dhule,2008,Rural,Teacher Training,Private Un-Aided
S-2069,"5255-Sanjivani Pratishthan's Institute Of Technology,Kurund",Maharashtra,Ahilyanagar,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-4818,SHARADABAI PAWAR INSTITUTE OF NURSING PUNE,Maharashtra,Pune,2004,Rural,Nursing,Private Un-Aided
S-9901,SHARAD GRAMIN VIKAS BAHU UDDESHIYA SHIKSHAN SANSTH BARBADA WARDHA,Maharashtra,Wardha,2006,Rural,Teacher Training,Private Un-Aided
S-2062,"6455-Sandipani Charitable Trust, M.D. Jadhav Institute Of Technology.,Bhose",Maharashtra,Sangli,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-9904,SHEELA MULTIPURPOSE SOCIETY WADI NAGPUR,Maharashtra,Nagpur,2007,Rural,Teacher Training,Private Un-Aided
S-9905,SHETHKAR SHIKSHAN PRASARAK MANDALS COLLEGE OF EDUCATION ASTHI BEED,Maharashtra,Beed,2005,Rural,Teacher Training,Private Un-Aided
S-9906,SHEWANTADEVI ADHYAPAK VIDYALAYA (D. ED) PAUNI BHANDARA,Maharashtra,Bhandara,2009,Rural,Teacher Training,Local Body
S-2061,"5258-Sandip Foundation's Sandip Polytechnic, Nashik",Maharashtra,Nashik,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-9907,SHIKSHAKNETE SHIVAJIRAO PATIL ADHYAPAK VIDYALAYA GANGAPUR AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,2008,Rural,Teacher Training,Private Un-Aided
S-9909,SHIKSHAN MAHARSHI DR. D. Y. PATIL EDUCATION SOCIETY CHINCHWAD PUNE,Maharashtra,Pune,2008,Urban,Teacher Training,Private Un-Aided
S-9910,SHIKSHAN MAHARSHI LATE SHRIHARI CIVIL LINES CHANDRAPUR,Maharashtra,Chandrapur,2004,Urban,Teacher Training,Private Un-Aided
S-2066,"5224-Sanjay Education Society's Polytechnic, Wadibhokar, Dhule",Maharashtra,Dhule,1983,Rural,Technical/Polytechnic,Private Un-Aided
S-9912,SHIKSHAN MAHAVIDYALAYA KATOL NAGPUR,Maharashtra,Nagpur,2005,Rural,Teacher Training,Private Un-Aided
S-9914,SHIKSHAN MANDIR SANSTHA JUNIOR COLLEGE OF EDUCATION G. P. O. JALGAON,Maharashtra,Jalgaon,1942,Urban,Teacher Training,Private Aided (Government Aided)
S-10204,VIDYA PRASARAK MANDAL DARWHA YAVATMAL,Maharashtra,Yavatmal,2007,Rural,Teacher Training,Private Un-Aided
S-2090,5284-Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust 'S Sau. Mathurabai Bhausaheb Thorat Institute Of D. Pharmacy,Maharashtra,Nashik,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2094,2296-SEVADAS SHIKSHAN PRASARAK MANDAL'S VASANTRAO NAIK INSTIUTE OF TECHNOLOGY VASARNI NANDED,Maharashtra,Nanded,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-2059,3268-SAMARTH. SAMAJ'S. SHIVAJIRAO S. JONDHALE POLYTECHNIC AMBARNATH MUMBAI,Maharashtra,Thane,1995,Urban,Technical/Polytechnic,Private Un-Aided
S-2097,6481-SHAHU CHATRAPATI SHIKSHAN SANSTHA'S RAJARSHI SHAHU CHHATRAPATI INSTITUTE OF PHARMACY KOLHAPUR,Maharashtra,Kolhapur,1991,Urban,Technical/Polytechnic,Private Un-Aided
S-2105,"6420-Shikshan Prasarak Mandal's Polytechnic,Solapur",Maharashtra,Solapur,1998,Urban,Technical/Polytechnic,Private Un-Aided
S-2058,6451-SAMARTH RURAL EDUCATION INSTITUTE SAMARTH POLYTECHNIC BANGARWADI BELHE,Maharashtra,Pune,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-2098,"6436-Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)",Maharashtra,Kolhapur,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-2093,"5368-Seva Shikshan Prasarak Mandal, Dr. N. J. Paulbudhe Institute of Technology, Narayandoho Tal Nagar, Ahmednagar",Maharashtra,Ahilyanagar,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-9915,SHIKSHAN PRASARAK SANSTHA AT GHULEWADI SANGAMNER AHMEDNAGAR,Maharashtra,Ahilyanagar,2007,Rural,Teacher Training,Private Un-Aided
S-2065,5295-SANJAY EDU.SOC.'S S.E.S. INSTITUTE OF PHARMACY BALAPUR(PHAGANE) DHULE.,Maharashtra,Dhule,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-9917,SHIKSHAN SHASTRA VIDYALAYA YAVATMAL YAVATMAL,Maharashtra,Yavatmal,1948,Urban,Teacher Training,Private Aided (Government Aided)
S-9918,SHINDE MAHILA ADHYAPAK MAHAVIDYALAYA PANCHAYATI KATOL NAGPUR,Maharashtra,Nagpur,2007,Rural,Teacher Training,Private Un-Aided
S-2072,4238-SANMARG SHIKSHAN SANSTHA SHRI KRUSHNARAO PANDAV POLYTECHNIC BAHADURA NAGPUR,Maharashtra,Nagpur,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-9919,SHISHU VIHAR MANDAL TARABAI MODAK ADHYAPAK VIDHYALAYA JUNIOR COLLEGE OF EDUCATION HINDU COLONY MUMBAI,Maharashtra,Mumbai,1938,Urban,Teacher Training,Private Aided (Government Aided)
S-9920,SHISHU VIKAS TEACHERS TRAINING EDUCATION AURANGABAD AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,1965,Urban,Teacher Training,State Government
S-10380,3290-SAHYADRI SHIKSHAN SANSTHA`S COLLEGE OF PHARMACY SAWARDE,Maharashtra,Ratnagiri,1984,Rural,Technical/Polytechnic,Private Un-Aided
S-12018,"SHIVAJI SHIKSHAN PRASARAK MANDAL ADHYAPAK VIDHYALAYA, JALGAON",Maharashtra,Jalgaon,2009,Rural,Teacher Training,Private Un-Aided
S-9923,SHIVAJI SHIKSHAN PRASARAK MANDAL MOUZA GADCHIROLI,Maharashtra,Gadchiroli,2006,Urban,Teacher Training,Private Un-Aided
S-14442,"5403-Samarth Institute of Pharmacy, Kavathe",Maharashtra,Dhule,2012,Rural,Technical/Polytechnic,Private Un-Aided
S-9924,SHIVCHATRAPATI SEVABHAVI SANSTHA COLLEGE OF EDUCATION AHMEDPUR LATUR,Maharashtra,Latur,2005,Rural,Teacher Training,Local Body
S-9927,SHIVPRATAP GRAM VIKAS MANDAL BHAGWAN BABA D. ED. COLLEGE JUNNAR PARBHANI,Maharashtra,Parbhani,2008,Rural,Teacher Training,Private Un-Aided
S-9928,SHIVRATNA SHIKSHAN SANSTHA MALSIRAS SOLAPUR,Maharashtra,Solapur,2008,Rural,Teacher Training,Private Un-Aided
S-2067,1156-SANJAY RATHOD SHIKSHAN SANSTHA'S MANOHAR NAIK INSTITUTE OF PHARMACY YAWATMAL,Maharashtra,Yavatmal,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-9922,"Shiv Vaibhav Junior College of  Education, Bachelor Road, Post Manas Mandir , Wardha-442005",Maharashtra,Wardha,2004,Urban,Teacher Training,Private Un-Aided
S-9957,SHRI BALAJI SHIKSHAN PRASARAK MANDAL SHEPWADA BEED,Maharashtra,Beed,2006,Rural,Teacher Training,Local Body
S-9958,SHRI BALBHAGWAN SHIKSHAN PRASARAK MANDAL JULE SOLAPUR SOLAPUR,Maharashtra,Solapur,2006,Urban,Teacher Training,Private Un-Aided
S-9961,SHRI BHAIRAVNATH NISARG MANDALS KALAMB OSMANABAD,Maharashtra,Dharashiv,2007,Rural,Teacher Training,Private Un-Aided
S-9965,SHRI CHATRAPATI SHAHU JUNIOR COLLEGE OF EDUCATION RUKADU KOLHAPUR,Maharashtra,Kolhapur,1952,Rural,Teacher Training,Private Aided (Government Aided)
S-9966,SHRI CHATRAPATI SHIVAJI MAHARAJ SHIKSHAN SANSTHA LOHA NANDED,Maharashtra,Nanded,2008,Rural,Teacher Training,Private Un-Aided
S-9971,SHRI CHINTAMANI MAHILA EDUCATION SOCIETY YUVAKALYAN D. ED. COLLEGE AMLNER JALGAON,Maharashtra,Jalgaon,1998,Rural,Teacher Training,Private Un-Aided
S-9973,SHRI DADA GANESH SANSKRITIK KRIDA & VIDYAPRASARAK MITRA MANDAL DHADGAON NANDURBAR,Maharashtra,Nandurbar,2008,Rural,Teacher Training,Private Aided (Government Aided)
S-9974,SHRI DADASAHEB GAWAI CHARITABLE TRUST KAMAL PUSPA AMRAVATI,Maharashtra,Amravati,2006,Rural,Teacher Training,Private Un-Aided
S-14978,SHRI DATTA GURU COLLEGE OF EDUCATION (D.Ed) khadki,Maharashtra,Akola,2011,Rural,Teacher Training,Private Un-Aided
S-9975,SHRI DATTA SHIKSHAN PRASARK MANDAL PANHALA KOLHAPUR,Maharashtra,Kolhapur,2007,Rural,Teacher Training,Private Un-Aided
S-9978,SHRI DHANESHWARI MANAV VIKAS MANDAL COLLEGE OF WOMEN TULSI ARCADE AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,2005,Rural,Teacher Training,Private Un-Aided
S-9979,SHRI DHANESHWARI MANAV VIKAS MANDALS SAKRI DHULE,Maharashtra,Dhule,1995,Rural,Teacher Training,Private Un-Aided
S-9982,SHRI DUTTA NAVAYUVAK SHIKSHAN PRASARAK MANDAL VAIJAPUR AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,2008,Rural,Teacher Training,Private Un-Aided
S-9984,SHRI GAJANAN MAHARAJ SHIKSHAN SANSTHA MONDA NAGPUR,Maharashtra,Nagpur,1984,Rural,Teacher Training,Private Un-Aided
S-9985,SHRI GANESH SHIKSHAN PRASARAK MANDAL PU. AHILAYADEVI D. ED. COLLEGE AHMEDPUR LATUR,Maharashtra,Latur,2007,Rural,Teacher Training,Private Un-Aided
S-9988,SHRI GOVARDHANSINHAJI COLLEGE OF EDUCATION (D. ED. ) CHAUPALA NANDURBAR,Maharashtra,Nandurbar,2006,Rural,Teacher Training,Local Body
S-14966,S.S.M. JR. COLLEGE OF EDUCATION KALYAN THANE,Maharashtra,Thane,2005,Urban,Teacher Training,Private Un-Aided
S-9990,SHRI GURUDEV SHIKSHAN PRASARAK MANDAL HAMULAL ADHYAPAK VINCHUR SOLAPUR,Maharashtra,Solapur,2008,Rural,Teacher Training,Private Un-Aided
S-10081,SHRIRAM ASEGAONKAR JUNIOR COLLEGE OF EDUCATION PUSAD YAVATMAL,Maharashtra,Yavatmal,1984,Urban,Teacher Training,Private Un-Aided
S-4819,SHRI HARILAL BHAGWATI MUNICIPAL GEN HOSPITAL MUMBAI,Maharashtra,Mumbai,1981,Urban,Nursing,Local Body
S-9992,SHRI H. V. P. MANDAL JUNIOR COLLEGE OF EDUCATION AMRAVATI AMRAVATI,Maharashtra,Amravati,1969,Urban,Teacher Training,Private Aided (Government Aided)
S-9994,SHRI JAIN VIDYA PRASARAK MANDAL CHINCHWAD GAON PUNE,Maharashtra,Pune,2006,Urban,Teacher Training,Private Un-Aided
S-9998,SHRI KANIFNATH SHIKSHAN SANSTHAS ADHYAPAK VIDYALAYA D. ED. COLLEGE PATHARDI AHMEDNAGAR,Maharashtra,Ahilyanagar,2008,Rural,Teacher Training,Private Un-Aided
S-9999,SHRI KASAMJI SAVABHAVI SANSTHA K. M. D. ED. COLLEGE AMBAJOGAI BEED,Maharashtra,Beed,2008,Urban,Teacher Training,Private Un-Aided
S-10082,SHRIRAM EDUCATION SOCIETY DHAMANGAON AMRAVATI,Maharashtra,Amravati,2008,Urban,Teacher Training,Private Un-Aided
S-10000,SHRI KASHI VISHWESHWAR SHIKSHAN PRASARAK MANDAL AKALKOT SOLAPUR,Maharashtra,Solapur,1984,Urban,Teacher Training,Private Un-Aided
S-15224,SHRI. KISANRAO KHOBRAGADE D. T. ED. COLLEGE VAIRAGAD,Maharashtra,Gadchiroli,1992,Rural,Teacher Training,Private Un-Aided
S-10014,SHRI RAM EDUCATION SOCIETYS MALSHIRAS SOLAPUR,Maharashtra,Solapur,2006,Rural,Teacher Training,Private Un-Aided
S-10003,SHRI KISANRAO KHOBRAGADE EDUCATION SOCIETY ARMORI GADCHIROLI,Maharashtra,Gadchiroli,1992,Rural,Teacher Training,Private Un-Aided
S-10004,SHRI KRISHNA ADYAPAK VIDYALAYA SAONER SAONER NAGPUR,Maharashtra,Nagpur,1984,Rural,Teacher Training,Private Un-Aided
S-14959,SHRIKRUSHNA DED COLLEGE KOKANA,Maharashtra,Gondia,2012,Rural,Teacher Training,Private Un-Aided
S-10018,SHRI SADGURU BALUMAMA SHIKSHAN MANDAL D. ED. COLLEGE BHUDARGAD KOLHAPUR,Maharashtra,Kolhapur,2008,Rural,Teacher Training,Private Un-Aided
S-10263,SHRI MADHAO BAHU-UDDESHIYA SHIKSHAN SANSTHA SHRI MADHORAO BHOYAR ADHAYAPAK VIDYALAYA DAWANIWADA GONDIA,Maharashtra,Gondia,2010,Rural,Teacher Training,Private Aided (Government Aided)
S-10006,SHRI MAHARANAPRATAP ADHYAPAK VIDYALAYA BUTI BORI NAGPUR,Maharashtra,Nagpur,2007,Rural,Teacher Training,Private Un-Aided
S-10019,SHRI SAI BABA BHAKTA MANDAL MHASAWAD SHAHADA NANDURBAR,Maharashtra,Nandurbar,2006,Rural,Teacher Training,Private Un-Aided
S-10007,SHRI MAHESH BAHUUDDESHIYA SANSTHA SHRI MAHESH D ED BULDANA BULDHANA,Maharashtra,Buldhana,2007,Urban,Teacher Training,Private Un-Aided
S-10008,SHRI MANOHARRAO NAIK SHIKSHAN PRASARAK MANDAL PUSAD YAVATMAL,Maharashtra,Yavatmal,2008,Rural,Teacher Training,Private Un-Aided
S-15821,SHRI SAI SCHOOL OF NURSING UMRED,Maharashtra,Nagpur,2010,Rural,Nursing,Private Un-Aided
S-10079,SHRIMANT RAJE DAULATSINGHJI RAWAL SHINDKHEDA DHULE,Maharashtra,Dhule,2007,Rural,Teacher Training,Private Un-Aided
S-10023,SHRI SAI SHIKSHAN SANSTHA SHRI RANJITSINHA MOHITE PATIL D. ED. COLLEGE WASHIM WASHIM,Maharashtra,Washim,2008,Rural,Teacher Training,Private Un-Aided
S-2162,"5301-Shri.Krishna Educational & Cultural Mandal,Shri.Gulabrao Deokar Institute of Pharmacy & Research Centre, Jalgaon",Maharashtra,Jalgaon,2003,Urban,Technical/Polytechnic,Private Un-Aided
S-2151,"5358-Shri Dattakrupa Shaikshanik & Krushi Gramvikas Pratisthn's Saikrupa Polytechnic, Ghargaon, Tal Shrigonda, Ahmednagar",Maharashtra,Ahilyanagar,2010,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-2143,"3025-Shri Bhagubhai Mafatlal Polytechnic, Mumbai",Maharashtra,Mumbai Suburban,1963,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-10037,SHRI SANTAJI EDUCATION & SOCIAL WELFARE SOCIETY KUMBHARI AKOLA,Maharashtra,Akola,2008,Rural,Teacher Training,Private Un-Aided
S-15379,"6816-Shri Chimasaheb jagdale Institute of Technology, Narsobawadi, Tal.Shirol, Kolhapur",Maharashtra,Kolhapur,2013,Rural,Technical/Polytechnic,Private Un-Aided
S-10038,SHRI SANTAJI SHIKSHAN VIKAS SANSTHA SHRI SANTAJI SQUARE NAGPUR,Maharashtra,Nagpur,2008,Urban,Teacher Training,Private Un-Aided
S-2146,"1157-Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Maharashtra,Yavatmal,1993,Urban,Technical/Polytechnic,Private Un-Aided
S-2144,"4261-Shri Bhawabhuti Shikshan Sanstha's Shri Laxmanrao Mankar Institute Of Pharmacy, Amgoan",Maharashtra,Gondia,1987,Rural,Technical/Polytechnic,Private Un-Aided
S-10236,YASHWANT JUNIOR COLLEGE OF EDUCATION BULDHANA,Maharashtra,Buldhana,1969,Rural,Teacher Training,Private Aided (Government Aided)
S-2158,"1167-Shri Gurudatta Shikshan Prasarak Sanstha's Late Shri Ramraoji Gawande Institute Of Pharmacy, Akola",Maharashtra,Akola,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-2153,"6501-Shri Dhanlaxmi Foundation, Karad's Late Adv. Dadasaheb Chavan Memorial Institute of Pharmacy, Malwadi-Masur",Maharashtra,Satara,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-10042,SHRI SEVADAS SHIKSHAN PRASARAK MANDAL MAHATMA GANDHI D. ED. COLLEGE CIDCO NANDED,Maharashtra,Nanded,2006,Urban,Teacher Training,Private Un-Aided
S-2149,"1247-Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic,Darapur, Tal. Daryapur, Dist. Amravati",Maharashtra,Amravati,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2150,5259-SHRI DATTAKRUPA SHAIKSHANIK & KRISHI GRAM VIKAS PRATISTHAN SHRI SIDDHIVINAYAK POLYTECHNIC KARJAT AHMEDNAGAR,Maharashtra,Ahilyanagar,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-10044,SHRI SHAHU SHIKSHAN PRASARAL MANDALS D. ED. COLLEGE RANKALA KOLHAPUR,Maharashtra,Kolhapur,1984,Urban,Teacher Training,Private Un-Aided
S-10045,SHRI SHAMGIR SHIKSHAN SANSTHA SHRI SHAMGIR ADHYAPAK NILANGA LATUR,Maharashtra,Latur,2008,Rural,Teacher Training,State Government
S-10047,SHRI SHAMRAO PATIL ADHYAPAK VIDYALAYA HATKANANGALE KOHLAPUR,Maharashtra,Kolhapur,2008,Rural,Teacher Training,Private Un-Aided
S-10049,SHRI SHARDA BHAWAN EDUCATION SOCIETY NANDED NANDED,Maharashtra,Nanded,2005,Urban,Teacher Training,Private Un-Aided
S-10051,SHRI SHIVAJI EDUCATION AND KRISHI PRATISHTHAN SHAHADA DHULE,Maharashtra,Nandurbar,2007,Rural,Teacher Training,Private Un-Aided
S-10052,SHRI SHIVAJI JR. OOF COLLEGE OF EDUCATION AMRAVATI AMRAVATI AMRAVATI,Maharashtra,Amravati,1958,Urban,Teacher Training,Private Aided (Government Aided)
S-10053,SHRI SHIVAJI JR. VOLLEGE OF EDUCATION PUSAD YAVATMAL,Maharashtra,Yavatmal,1965,Urban,Teacher Training,Private Aided (Government Aided)
S-10056,SHRI SHIVAJI JUNIOR COLLEGE OF EDUCATION CHIKHALI BULDHANA,Maharashtra,Buldhana,1961,Urban,Teacher Training,Private Aided (Government Aided)
S-10054,SHRI SHIVAJI JUNIOR COLLEGE OF EDUCATION ISLAMPUR SANGLI,Maharashtra,Sangli,1953,Urban,Teacher Training,Private Aided (Government Aided)
S-10161,THOMAS BAPTISTA HIGH SCHOOL PUBLIC TRUST VASIA THANE,Maharashtra,Thane,2006,Rural,Teacher Training,Private Un-Aided
S-4796,S M M P P GANPATRAO ADKE INSTITUTE OF NURSING NASHIK,Maharashtra,Nashik,2002,Urban,Nursing,Private Aided (Government Aided)
S-10162,TIGER WELFARE ASSOCIATION BAHIRWADI BEED,Maharashtra,Beed,2008,Urban,Teacher Training,Local Body
S-15884,TIRPUDE NURSING TRANING SCHOOL,Maharashtra,Nagpur,2006,Urban,Nursing,Private Un-Aided
S-15798,SMT.D.Y.SAWANT NURSING(R.A.N.M) SCHOOL,Maharashtra,Mumbai Suburban,2011,Urban,Nursing,Private Un-Aided
S-10164,TIRUPATI PRATISHTHAN LATE SANTRAMJI RABBEWAR D. ED. COLLEGE VASMAT HINGOLI,Maharashtra,Hingoli,2007,Urban,Teacher Training,Private Un-Aided
S-4831,TRAINING SCHOOL OF NURSING AKOLA,Maharashtra,Akola,1958,Urban,Nursing,Central Government
S-14962,"SMT.GOKULABAI BADHE ADHYAPAK VIDHYALAYA,RAMGAON",Maharashtra,Akola,2011,Rural,Teacher Training,Private Un-Aided
S-15556,TRAINING SCHOOL OF NURSING (A.N.M.) GENERAL HOSPITAL YAVATMAL,Maharashtra,Yavatmal,1959,Urban,Nursing,State Government
S-4832,TRAINING SCHOOL OF NURSING DHULE,Maharashtra,Dhule,1942,Urban,Nursing,State Government
S-4823,SMT SUMITRABAI THAKARE TRAINING SCHOOL OF NURSING YAVATMAL,Maharashtra,Yavatmal,2006,Urban,Nursing,Private Un-Aided
